国語,英語,数学,物理,化学,生物,地学,世界史,日本史,経済,地理,倫理
46,45,45,45,53,43,52,49,40,49,49,39
52,52,59,59,54,37,49,57,45,58,58,37
60,63,43,45,44,32,46,53,43,54,53,44
57,60,51,52,67,62,65,62,50,63,60,55
43,41,44,45,53,44,52,47,38,46,47,37
55,56,51,52,62,54,60,59,47,59,57,49
59,61,61,62,57,41,52,62,50,65,63,44
50,50,60,60,65,53,59,60,48,61,60,44
52,53,41,42,56,50,57,53,43,52,51,47
62,65,56,57,57,44,54,62,50,64,62,48
47,45,72,71,76,62,65,66,52,66,65,43
58,60,42,43,44,34,47,52,42,52,51,43
60,63,54,55,53,40,51,59,48,61,60,46
51,51,48,49,49,36,48,51,41,52,51,38
58,59,54,55,61,52,59,61,49,62,60,49
55,57,41,43,65,65,67,58,47,57,55,56
51,50,51,52,57,46,55,55,44,55,55,42
60,62,54,55,52,37,49,59,47,61,59,44
57,59,52,53,59,50,57,60,48,61,59,48
42,39,56,56,65,54,59,54,43,54,54,39
66,70,61,62,63,51,59,68,55,71,68,54
59,62,51,53,72,70,71,66,53,66,63,60
50,51,44,45,64,62,64,55,45,55,53,51
68,74,58,59,71,65,68,72,58,74,70,63
61,64,54,55,59,49,57,63,50,64,62,51
48,47,50,51,64,57,61,55,45,55,54,45
49,49,50,50,64,58,62,56,45,56,55,47
48,47,55,55,62,51,58,56,45,56,56,42
51,51,57,57,56,41,52,56,45,57,57,39
59,61,53,54,59,49,57,61,49,62,60,49
56,57,62,63,79,73,73,69,55,70,67,57
70,76,59,61,73,67,70,74,59,77,72,65
57,59,47,48,53,44,54,56,45,56,55,46
58,60,57,58,64,55,61,64,51,65,63,51
61,64,51,52,52,40,51,59,47,61,59,47
59,62,52,54,63,55,61,62,50,63,61,52
55,56,56,56,57,44,53,58,47,59,58,43
68,73,60,61,63,52,60,70,55,72,69,56
38,33,47,47,44,28,41,41,33,40,43,25
55,56,60,60,68,59,63,64,51,65,63,50
64,68,59,60,64,54,61,68,54,70,67,55
55,56,51,52,69,65,67,62,49,62,59,54
56,58,50,52,62,55,61,60,48,60,58,50
42,39,52,52,50,35,46,47,38,48,49,30
58,61,48,50,55,45,54,57,46,59,57,48
55,57,57,57,64,53,59,62,49,63,61,48
68,74,53,54,59,50,58,67,53,69,65,57
52,52,46,47,53,44,53,53,42,53,52,43
60,63,53,54,64,57,63,64,51,65,62,54
54,55,57,58,78,74,73,66,53,66,63,57
67,72,59,60,76,72,73,74,59,76,71,65
57,59,46,48,61,55,61,59,47,59,57,52
52,53,44,45,58,53,59,54,44,54,53,47
56,58,51,52,59,50,57,59,47,59,57,48
67,72,56,58,61,51,59,67,54,70,66,56
67,72,60,61,60,48,57,68,54,71,68,54
63,67,52,53,60,51,59,63,51,65,62,54
60,63,40,41,43,33,47,52,42,53,51,45
52,53,49,50,60,52,59,57,45,57,55,47
73,79,68,69,63,48,58,75,59,78,75,56
58,61,42,44,54,48,56,55,45,56,54,50
71,77,61,63,77,73,74,77,61,79,74,68
62,66,59,60,70,62,66,69,55,70,67,57
62,66,56,57,61,51,59,65,52,66,64,52
57,60,41,42,52,46,55,54,44,54,53,49
58,60,47,48,52,42,52,56,45,57,56,46
50,50,49,50,61,53,59,56,45,55,54,46
58,60,56,57,69,63,66,65,52,66,63,55
64,68,59,60,64,54,61,68,54,70,66,55
60,63,54,55,62,54,60,63,50,64,62,52
59,62,49,50,63,57,62,61,49,62,59,54
55,56,53,54,59,49,56,59,47,59,58,46
69,75,51,53,65,60,65,69,55,70,66,62
47,45,48,49,54,43,52,51,41,50,50,38
69,75,58,60,75,71,72,74,59,76,71,66
54,55,44,45,41,27,42,49,39,50,50,37
59,61,52,53,55,44,53,59,47,60,59,47
54,55,53,53,52,38,50,55,44,57,56,41
49,49,55,55,66,57,62,58,47,59,57,46
44,42,49,50,61,52,58,52,42,51,51,40
61,64,49,50,73,73,73,66,53,66,63,63
58,60,54,55,59,48,56,61,49,62,60,48
53,54,55,56,65,56,61,61,48,61,60,48
61,65,49,50,60,54,60,62,49,63,60,54
58,60,49,50,54,44,53,57,46,58,56,46
54,54,60,61,65,53,59,62,49,63,62,46
59,62,45,47,49,38,50,55,44,56,55,45
51,51,46,47,55,46,54,52,42,52,52,43
69,74,55,56,69,64,67,71,57,73,69,63
61,64,48,49,56,48,56,60,48,61,58,51
64,68,48,49,52,43,53,60,48,62,59,51
64,68,55,56,61,51,59,65,52,67,64,54
69,75,50,52,72,71,72,71,57,72,67,67
52,52,36,37,39,28,42,44,36,44,44,37
70,76,60,61,73,68,70,75,60,77,73,66
59,61,50,51,62,56,61,61,49,62,60,53
59,62,52,53,60,50,58,61,49,62,60,50
44,41,54,54,54,39,49,50,40,50,51,33
53,54,61,62,65,52,59,62,50,64,62,45
64,68,56,57,76,74,73,71,57,72,68,64
52,51,54,54,48,31,45,53,42,54,54,35
53,53,65,65,68,55,61,64,51,65,64,46
50,49,61,61,68,57,62,61,49,62,61,45
56,59,41,43,58,54,60,56,45,56,54,52
49,48,42,43,46,35,47,47,38,47,47,37
62,66,47,48,52,42,53,59,47,60,58,50
51,51,64,64,73,63,66,64,51,65,64,48
44,41,54,54,56,43,52,51,41,51,52,35
45,43,43,44,50,39,49,46,38,46,46,36
52,53,48,49,64,58,63,58,46,57,56,50
51,51,48,49,54,43,53,53,43,53,53,42
62,66,55,56,79,78,76,71,57,72,67,65
51,50,53,53,50,35,47,53,42,54,53,37
62,65,54,55,62,53,60,64,51,65,63,53
57,58,61,61,60,46,55,62,50,64,63,45
62,65,53,54,72,68,70,67,54,68,65,60
53,53,62,62,67,55,60,63,50,64,63,46
58,60,47,48,50,39,51,55,45,57,55,45
53,53,56,56,60,48,56,58,47,59,58,44
62,65,60,61,64,53,60,67,53,69,66,53
46,45,52,52,59,47,55,53,43,53,53,40
64,67,65,66,77,69,71,74,59,76,72,60
47,46,41,42,34,17,35,41,34,41,43,27
37,33,48,48,50,36,47,43,35,42,44,28
59,61,54,55,60,50,58,61,49,63,61,49
49,49,44,45,60,55,60,53,43,53,52,46
46,45,49,49,65,59,63,55,44,54,53,45
52,52,53,54,66,58,62,59,48,60,58,48
61,65,44,45,59,55,61,60,48,61,58,56
59,61,53,53,55,44,54,59,47,61,59,47
55,55,55,56,57,45,54,58,47,60,59,44
59,62,47,49,54,44,54,58,46,58,57,48
50,50,49,50,46,31,45,50,40,51,51,35
60,63,43,44,46,37,49,54,44,55,54,46
60,62,51,52,64,58,63,63,50,63,61,54
42,39,52,52,51,35,46,47,38,48,49,30
72,79,50,52,59,52,60,68,54,70,66,61
47,46,47,47,54,45,53,51,41,51,50,40
62,65,66,66,72,61,65,71,56,73,70,55
59,62,46,47,50,40,51,56,45,57,55,47
57,58,54,55,67,61,64,63,51,64,61,53
55,56,50,51,56,46,55,57,46,57,56,45
66,71,45,47,55,49,57,61,49,63,60,56
51,51,47,48,53,42,52,52,42,52,52,41
59,62,47,49,61,56,61,60,49,61,59,54
54,54,60,60,71,63,66,64,51,65,63,51
46,45,48,49,61,54,59,53,43,53,52,43
77,86,45,47,60,58,64,70,56,72,67,69
54,55,46,47,60,54,60,57,46,57,55,49
65,69,45,47,59,55,61,62,50,63,60,57
61,63,58,59,56,42,52,62,50,64,62,46
72,78,64,65,70,61,66,76,60,79,74,62
72,78,48,50,51,41,53,64,51,67,63,56
58,60,59,60,67,58,63,65,52,67,64,52
61,65,41,42,51,44,54,56,45,56,54,51
59,62,51,52,65,59,64,63,50,64,61,54
45,43,55,56,66,56,60,56,45,56,55,42
63,68,40,42,65,66,68,62,50,62,59,63
61,65,47,48,60,54,60,61,49,62,59,55
51,51,58,59,66,55,61,61,48,61,60,46
69,75,55,56,57,46,56,67,53,69,66,55
64,68,52,53,65,59,64,66,53,67,64,58
67,72,59,60,62,52,59,68,55,71,68,55
64,69,55,57,68,62,66,68,55,70,66,59
68,73,47,49,58,51,59,64,52,66,62,58
65,70,38,39,40,32,46,53,43,55,53,48
49,49,49,50,59,51,57,54,44,54,54,44
64,69,42,44,56,52,59,60,48,61,58,57
63,67,47,49,47,36,48,58,46,59,58,47
59,62,50,51,58,50,57,60,48,61,59,50
57,58,53,54,56,44,54,59,47,60,58,45
60,63,61,62,70,61,65,68,54,70,67,55
50,50,49,50,52,40,50,52,42,53,52,39
44,43,48,49,60,52,58,52,42,51,51,41
64,68,52,53,52,40,52,61,49,63,61,49
55,56,46,47,58,52,58,57,46,57,55,49
63,67,57,58,61,50,58,65,52,67,65,52
64,69,50,52,59,51,59,64,51,65,62,55
47,46,40,41,39,25,41,43,35,43,44,32
51,52,48,49,56,47,55,54,44,54,53,44
71,77,69,70,81,74,74,81,64,83,78,67
74,80,56,58,55,43,54,69,55,72,68,57
41,37,49,49,45,28,42,44,36,44,45,27
60,63,57,58,67,59,64,66,53,68,65,54
59,61,57,58,59,47,56,62,50,64,62,48
64,68,49,51,61,56,62,64,51,65,62,57
46,44,62,62,70,58,62,60,48,60,59,43
56,58,50,51,60,52,59,59,47,60,58,49
57,59,52,53,49,35,48,56,45,58,57,42
49,49,46,46,48,36,48,49,40,50,49,38
59,62,51,52,55,44,54,59,47,60,58,48
51,50,59,59,60,45,54,58,46,59,58,41
60,63,55,56,66,59,64,65,52,67,64,55
56,57,62,62,70,59,64,65,52,67,64,50
46,44,52,53,59,48,55,53,43,53,53,39
56,57,52,53,57,46,55,58,47,59,58,46
44,42,52,52,60,49,56,52,42,52,52,38
58,60,50,52,57,47,56,59,47,60,58,48
67,72,58,60,66,58,63,70,56,72,68,58
68,74,57,58,63,55,61,69,55,71,68,58
64,68,58,59,65,56,62,68,54,70,67,56
51,51,53,53,56,44,53,55,44,56,55,41
63,67,56,57,69,63,66,68,54,70,66,59
65,69,55,57,67,60,65,68,54,70,66,58
54,54,49,50,53,43,52,54,44,55,54,43
67,72,49,50,63,59,64,66,53,67,64,60
67,72,54,55,58,48,57,65,52,68,64,55
48,47,58,58,60,46,54,57,45,57,57,39
54,56,55,55,68,61,64,62,50,63,61,51
62,66,58,59,76,73,73,71,57,72,68,62
62,65,56,57,76,73,73,70,55,70,67,62
60,63,46,48,58,52,59,59,48,60,58,53
51,50,52,52,43,25,40,50,40,51,51,32
53,53,53,54,54,40,51,55,44,56,56,41
43,41,46,46,50,38,49,46,38,46,47,34
58,60,61,61,71,63,66,67,54,69,66,54
59,61,46,48,52,43,53,56,45,57,56,47
70,76,49,51,61,56,62,67,54,69,65,61
39,36,48,49,59,50,56,48,39,47,48,36
57,59,53,54,71,66,68,64,52,65,62,56
64,67,63,63,64,51,59,68,54,71,68,52
45,43,52,53,71,65,67,57,46,56,55,47
73,80,53,55,69,66,69,73,58,75,70,67
63,67,61,62,68,59,64,69,55,71,68,56
62,65,44,46,56,50,57,59,47,60,57,53
54,55,62,63,70,60,64,65,52,66,64,49
65,69,71,72,77,66,69,76,60,79,75,59
42,39,51,51,52,37,48,48,38,48,49,32
47,46,57,57,63,52,58,57,46,57,56,42
60,63,59,59,67,57,63,66,53,67,65,53
59,61,58,59,65,55,61,64,51,66,64,51
57,59,54,55,62,53,60,61,49,62,60,50
58,60,50,51,54,43,53,57,46,59,57,46
67,72,48,50,62,58,63,65,52,67,63,60
46,44,63,63,75,65,67,62,49,62,61,46
43,40,60,60,58,41,50,53,42,53,54,32
62,66,56,57,65,57,63,66,53,68,65,55
46,44,46,47,52,41,51,49,39,48,49,37
47,46,43,43,44,32,45,46,37,46,46,34
55,56,46,47,55,47,55,55,44,55,54,47
54,55,56,56,52,37,49,56,45,58,57,39
65,69,60,62,74,67,70,72,57,74,70,61
50,49,51,52,64,57,62,57,46,57,55,47
54,54,51,52,59,49,57,57,46,58,56,46
50,49,60,60,73,64,66,63,50,63,61,49
61,64,46,47,53,45,55,58,47,59,57,50
53,54,44,45,46,35,47,50,40,51,50,40
60,62,58,59,57,42,53,62,49,64,62,46
56,58,52,53,53,40,51,57,46,58,57,43
50,49,50,51,64,57,61,57,45,56,55,47
62,66,53,55,65,58,63,65,52,67,63,56
50,49,54,54,51,36,48,53,42,53,54,36
70,76,49,51,48,36,49,62,50,65,62,52
72,78,48,50,51,42,53,64,52,67,63,56
63,67,53,55,66,60,64,66,53,67,64,57
54,55,48,49,46,32,46,52,42,53,52,38
40,36,51,51,61,51,57,50,40,49,50,36
62,66,45,46,49,40,51,57,46,58,56,49
60,63,46,47,54,46,55,58,47,59,57,50
72,79,54,56,69,66,69,73,58,75,70,67
42,39,44,45,49,37,48,45,36,44,45,33
61,64,57,58,66,57,62,66,53,68,65,54
45,43,50,50,58,48,55,51,41,51,51,39
58,60,51,52,61,53,59,60,48,61,59,51
53,54,44,45,59,55,60,55,44,55,53,49
43,40,55,55,62,50,57,53,43,53,53,37
