国語,英語,数学,物理,化学,生物,地学,世界史,日本史,経済,地理,倫理
72,78,55,65,47,47,47,54,52,67,75,67
73,79,55,69,49,50,52,60,45,62,70,62
69,83,55,63,54,48,47,79,62,64,77,67
59,69,41,46,43,34,33,61,41,59,64,49
67,75,50,67,47,53,47,53,50,67,64,61
79,85,60,67,54,54,58,66,51,66,71,73
66,72,58,67,48,41,45,52,50,55,64,43
68,74,53,63,58,64,58,50,44,69,70,70
69,75,47,57,48,52,52,52,52,61,74,63
76,70,54,68,54,48,59,59,44,59,73,65
65,78,56,66,47,60,42,68,49,63,65,66
62,65,60,61,50,48,43,63,42,63,68,46
72,81,54,68,52,59,49,76,58,61,88,62
72,72,57,66,59,54,51,56,43,59,60,70
69,78,55,66,53,54,55,65,56,65,70,66
64,74,61,68,50,57,49,58,47,61,61,63
71,69,54,62,49,45,56,66,50,63,68,69
68,82,51,64,54,53,44,64,49,63,75,62
68,78,54,65,48,50,41,58,57,65,78,58
82,82,66,89,57,62,60,95,60,66,84,62
68,65,51,63,43,43,43,52,48,64,71,60
63,74,59,68,48,36,43,67,48,59,76,57
73,73,59,70,61,61,67,56,44,62,69,74
63,62,56,64,50,57,44,41,34,56,53,49
59,66,51,56,45,42,44,36,41,59,61,48
66,74,54,67,52,61,54,61,54,69,82,61
68,75,51,67,50,58,50,50,41,56,67,62
69,68,60,80,52,43,42,60,47,62,72,60
68,68,57,60,53,57,42,42,40,58,61,68
67,65,48,58,54,46,51,46,37,60,60,60
67,67,52,68,49,44,46,61,48,64,74,60
70,77,54,72,45,45,45,72,47,63,76,56
72,72,60,64,51,60,55,42,44,61,61,64
79,77,60,63,55,58,67,60,47,64,66,74
66,68,55,67,43,44,42,57,47,57,75,66
75,75,63,82,52,47,48,73,40,59,61,49
74,74,54,64,53,64,64,62,53,70,80,71
61,66,46,61,50,41,39,49,40,57,68,44
67,73,53,63,46,47,35,54,40,58,71,57
75,77,53,65,51,56,60,64,53,66,81,70
65,71,54,62,49,51,47,37,42,64,66,62
64,75,64,73,56,56,49,56,48,64,61,54
70,76,61,67,53,65,60,55,48,69,71,78
76,82,64,78,64,64,65,66,42,64,69,77
69,78,51,65,49,61,49,71,63,65,79,76
66,77,55,63,53,44,42,64,47,61,71,57
67,72,43,62,55,53,61,60,53,69,77,64
68,76,67,81,49,47,52,62,47,55,63,50
68,73,63,77,47,46,50,84,52,64,77,51
65,72,58,71,51,48,45,59,51,67,74,58
78,79,51,67,55,68,67,56,58,69,80,73
65,70,46,54,48,48,34,46,41,58,58,50
69,65,69,73,44,39,27,84,38,52,63,46
65,68,58,68,53,56,57,50,40,62,67,59
68,72,60,65,52,43,35,74,48,58,79,57
66,70,50,60,54,48,56,60,49,59,76,65
76,71,58,68,49,52,59,63,55,64,74,63
65,69,53,68,52,47,47,87,55,64,82,69
62,62,58,57,50,36,32,54,39,55,68,49
75,79,67,71,58,74,61,58,47,67,70,74
58,71,55,60,50,46,45,42,39,62,67,58
66,69,51,57,44,41,34,59,44,58,62,46
67,77,63,73,62,55,58,59,42,59,71,65
78,79,62,82,63,66,64,62,50,67,71,75
68,71,63,75,52,53,45,72,42,57,61,48
77,73,66,84,56,51,47,77,46,64,73,70
81,87,60,72,59,69,64,63,54,74,81,80
69,72,60,73,45,44,42,63,50,60,73,49
70,74,59,68,55,64,56,62,51,69,72,63
69,64,58,67,49,54,36,54,43,57,70,49
64,70,45,47,42,46,37,48,45,62,66,56
64,77,54,66,54,52,57,48,43,62,65,59
69,70,58,70,51,49,47,69,45,60,69,49
74,79,66,79,56,75,60,53,43,71,65,74
68,77,51,71,52,56,54,55,49,63,68,66
76,77,62,64,58,55,58,75,59,68,81,64
72,81,52,69,55,49,48,80,55,59,71,67
67,78,60,66,54,55,58,72,52,61,73,73
72,74,66,67,49,58,43,75,48,65,76,62
66,80,61,79,56,59,56,69,49,59,71,71
73,72,53,66,57,53,50,74,59,62,73,62
67,76,60,68,54,58,63,53,46,64,63,72
72,74,50,60,55,54,50,53,51,61,71,59
66,75,54,68,52,53,48,60,47,61,75,58
63,69,43,60,48,44,33,51,52,58,68,58
68,69,60,64,53,47,44,69,44,61,75,51
67,65,49,61,48,45,36,59,49,62,68,59
71,79,53,68,51,50,42,72,54,59,78,68
67,75,49,59,50,53,49,54,50,58,73,68
66,68,53,64,50,52,47,51,49,62,72,63
62,67,51,65,53,56,50,38,46,62,60,53
73,79,52,70,48,54,52,66,47,67,70,61
59,65,42,51,47,49,42,48,46,63,73,48
65,72,46,57,51,35,27,50,41,57,65,41
70,78,70,78,56,62,48,68,41,61,72,72
70,72,57,69,58,53,53,63,41,66,72,68
70,79,60,68,56,71,70,50,43,67,72,79
66,79,63,71,59,64,50,71,48,60,74,63
63,64,61,69,43,28,18,54,35,49,59,40
75,75,61,62,58,63,53,62,54,62,75,73
76,78,53,60,55,56,53,59,53,66,70,64
67,69,49,58,49,52,45,76,60,62,80,65
52,63,54,55,44,28,12,65,48,54,65,31
73,80,57,56,51,63,58,60,60,75,73,72
70,77,51,69,50,51,58,55,45,66,71,64
63,77,41,50,47,34,35,64,57,66,78,57
66,68,53,61,50,51,39,44,37,61,65,53
70,76,68,77,57,51,56,62,38,58,69,53
67,67,54,57,46,55,45,38,41,54,54,51
55,62,54,52,44,33,34,35,36,48,63,30
73,77,57,69,52,41,49,77,50,58,75,60
67,79,55,62,56,68,64,51,50,72,72,69
66,78,62,71,53,58,50,75,50,67,73,65
74,73,51,67,48,58,57,51,49,67,67,62
73,74,63,66,53,67,62,60,42,61,71,74
68,75,54,68,50,56,51,53,42,64,70,56
68,78,52,64,52,61,49,55,45,66,68,69
67,70,55,64,54,64,60,66,49,63,65,66
57,59,56,67,47,32,31,50,39,52,70,45
70,80,73,87,53,56,64,81,53,64,69,62
67,75,53,61,50,51,49,53,50,64,64,60
67,63,45,46,47,39,34,56,52,62,76,50
68,76,61,61,55,51,45,73,54,60,78,59
66,72,49,58,52,52,46,41,46,62,74,66
67,78,56,73,54,60,55,81,54,67,71,74
70,74,63,76,54,45,43,61,47,64,76,62
57,64,52,68,54,51,40,46,39,59,58,53
75,86,59,82,56,72,68,81,51,71,79,80
77,80,58,68,53,76,59,49,45,70,68,70
69,70,66,72,50,44,46,79,51,55,69,58
79,78,62,74,49,57,46,95,55,63,88,70
67,78,55,64,52,47,51,62,53,66,68,71
66,67,52,60,51,53,46,54,45,65,65,49
69,75,61,70,55,59,55,58,38,63,58,50
68,73,59,63,49,61,51,48,42,62,67,54
67,69,57,65,52,62,44,42,45,59,65,56
67,71,54,55,46,57,39,35,34,56,62,50
67,70,49,62,51,50,41,45,39,62,63,54
71,81,59,73,60,68,54,40,39,60,69,63
73,73,52,62,49,47,48,63,46,60,69,60
67,70,60,63,53,59,55,55,48,61,74,58
70,67,52,59,50,43,42,70,46,63,78,50
66,78,67,74,51,60,54,71,50,58,67,59
63,68,60,70,53,51,43,61,52,62,66,55
65,72,57,62,52,55,59,58,54,68,67,66
68,74,53,58,48,56,54,36,50,62,65,60
74,80,65,83,60,65,52,75,46,65,67,69
74,82,64,66,57,60,61,53,50,62,71,80
66,73,50,60,44,53,45,44,42,57,60,44
76,80,59,68,53,69,57,65,59,74,78,80
63,65,44,49,48,45,43,56,46,63,72,47
54,63,52,64,42,35,30,50,35,50,59,46
72,70,62,75,54,50,41,62,47,63,68,56
72,87,64,78,51,64,55,77,62,70,83,81
65,63,47,53,45,41,43,38,36,55,66,57
69,73,58,62,54,49,48,43,43,61,67,52
69,66,60,67,51,35,45,66,52,62,79,46
74,74,62,69,54,55,53,69,54,57,73,57
64,65,47,49,48,52,43,38,49,67,64,56
69,78,64,76,49,49,46,69,41,59,74,64
60,68,57,61,48,40,37,65,50,58,75,58
67,78,48,66,51,56,48,60,50,68,80,66
68,74,55,63,47,46,41,40,39,58,64,53
77,84,57,69,51,69,56,72,54,68,82,70
67,69,52,64,52,43,46,44,47,63,60,57
74,74,55,73,57,64,53,68,51,70,79,68
58,61,57,56,38,25,34,60,51,56,74,44
73,80,67,70,59,64,64,79,56,70,86,81
74,74,59,68,57,59,53,70,58,67,71,72
72,69,58,71,52,64,54,43,40,59,63,60
68,72,60,69,57,56,45,80,52,59,76,58
71,82,65,72,56,60,52,65,47,67,67,72
78,75,57,72,59,72,59,58,49,64,77,77
77,80,67,67,57,64,52,68,54,63,78,77
65,68,49,61,53,42,44,52,48,58,62,61
65,76,58,66,54,61,48,62,47,64,68,56
66,71,57,60,49,53,44,43,44,56,62,64
67,78,48,62,48,44,44,73,56,63,81,71
66,70,59,79,48,41,35,86,55,57,79,59
74,76,50,62,50,63,52,43,46,63,71,74
71,77,65,75,57,57,53,59,48,61,69,67
64,77,58,75,56,58,50,55,50,58,69,60
69,82,56,66,53,62,50,65,46,72,76,69
61,67,57,61,49,49,47,62,45,63,66,49
69,77,53,68,50,54,43,60,48,64,67,50
76,75,57,72,59,58,52,57,46,70,68,72
66,74,58,71,56,62,59,58,48,60,66,66
63,67,54,59,52,46,43,38,44,59,57,55
78,77,61,63,54,51,57,66,56,63,78,63
77,81,65,73,56,55,44,83,56,66,81,64
68,78,63,69,47,51,44,63,45,61,72,66
61,71,53,63,56,52,60,48,40,56,67,61
61,66,57,67,52,44,42,67,50,60,71,49
65,81,58,71,58,64,47,58,51,60,66,71
59,67,60,63,45,35,31,72,45,61,76,45
59,61,47,58,43,50,46,22,32,62,64,51
65,74,48,63,44,31,32,69,47,61,74,54
60,65,53,61,43,47,38,57,50,65,77,57
73,79,50,65,46,49,47,68,56,65,77,60
81,80,60,84,57,64,63,70,45,64,69,80
68,76,52,68,48,52,47,40,40,64,66,52
59,68,56,64,44,43,42,57,53,61,71,45
76,77,64,75,46,43,46,83,54,64,82,66
70,69,52,62,54,52,39,53,42,61,64,65
61,65,45,52,46,55,52,42,46,60,68,61
74,73,55,73,54,59,45,58,54,68,68,71
73,71,49,66,59,70,62,38,47,70,64,79
68,67,51,53,45,60,48,30,42,66,65,65
69,77,55,69,60,68,55,58,43,70,64,63
71,74,57,59,53,52,40,60,53,64,69,64
76,76,59,78,56,55,65,71,52,66,73,70
73,73,53,68,55,58,55,56,43,64,72,64
69,72,56,74,51,60,51,67,52,64,78,68
66,74,65,82,60,72,59,59,42,59,56,69
72,76,58,62,52,46,37,76,53,61,72,64
64,74,57,68,48,46,47,60,44,59,64,55
76,83,48,62,49,57,55,62,51,71,74,72
62,71,58,70,53,42,34,50,48,60,65,57
68,66,54,59,45,50,45,53,45,56,63,47
67,78,58,75,55,60,46,48,39,63,62,52
69,69,51,60,47,40,38,56,45,61,68,44
66,72,51,62,47,28,24,72,56,62,76,58
70,66,56,70,44,37,39,73,43,54,67,56
57,67,50,64,43,44,32,43,36,58,59,48
59,70,58,68,49,48,47,57,36,55,67,42
57,62,55,62,46,53,49,35,38,63,64,60
71,78,63,76,48,50,50,94,57,68,77,73
58,70,57,59,46,51,33,59,46,59,72,53
74,71,61,69,53,60,61,57,41,58,63,63
70,78,56,61,47,47,44,71,49,62,73,53
62,70,51,47,47,51,48,49,44,62,64,60
71,71,59,68,46,44,37,46,42,60,69,55
77,77,70,81,60,64,71,70,49,63,70,70
66,69,51,56,54,46,43,42,49,58,68,53
64,70,48,59,51,43,47,46,38,58,65,54
68,74,61,71,51,45,42,76,49,53,64,45
59,73,47,59,39,31,32,59,51,58,78,58
67,74,57,59,56,66,57,54,50,69,67,69
60,67,46,52,45,46,47,40,36,61,65,52
64,72,55,58,51,56,50,48,48,63,67,53
64,68,62,73,49,41,41,88,54,63,72,63
68,70,67,73,54,56,47,53,42,57,61,50
65,67,48,54,52,54,49,43,44,67,61,58
72,68,60,64,47,39,36,80,49,59,75,55
73,71,75,84,61,56,49,65,39,59,66,58
58,62,46,62,46,31,35,60,52,61,68,51
62,69,58,63,45,40,31,69,56,59,71,55
66,72,53,58,51,45,31,59,41,58,66,56
70,69,54,66,50,58,54,67,48,61,71,64
73,69,49,53,50,56,57,29,41,69,62,64
66,74,54,66,53,45,52,50,45,62,72,63
68,77,55,69,47,37,32,82,48,54,70,54
70,74,52,64,47,51,53,66,49,66,71,52
69,68,57,74,49,49,44,37,40,61,58,60
69,77,59,74,48,58,55,78,53,58,78,61
77,81,59,68,56,71,72,39,49,71,65,72
62,71,44,62,55,68,47,31,46,69,69,57
71,79,61,72,57,57,64,66,52,67,81,77
73,74,59,67,52,57,55,61,56,63,71,55
64,76,51,64,54,61,43,43,41,60,61,62
72,70,49,67,57,62,56,38,47,59,70,54
64,72,61,73,56,45,39,52,45,61,63,57
65,74,61,75,53,42,45,63,44,56,68,59
65,78,56,63,51,55,47,72,53,59,77,55
75,74,68,76,58,64,61,50,45,66,63,65
76,77,65,70,58,58,71,74,58,71,82,76
64,72,52,56,44,39,44,53,45,60,73,62
72,75,57,72,54,49,45,57,44,65,70,61
72,66,58,71,50,46,42,79,54,61,79,47
76,69,56,70,48,62,56,54,46,66,69,65
70,74,60,74,55,51,34,71,52,63,74,59
68,73,65,75,56,49,47,86,51,65,80,72
56,67,54,54,44,35,22,50,40,50,65,41
69,80,66,67,58,56,58,63,48,66,71,70
68,82,56,69,57,57,45,73,56,67,81,57
75,77,50,70,56,65,57,39,49,67,70,73
68,69,55,64,53,56,58,61,48,65,65,70
66,60,60,61,45,38,27,48,44,57,57,43
67,76,50,57,50,47,42,64,46,61,71,64
69,79,62,76,55,58,42,65,45,57,65,68
67,75,57,73,54,51,51,77,58,66,73,62
70,71,51,59,45,40,32,53,42,59,68,58
74,81,58,70,50,54,53,65,47,67,76,69
70,84,55,65,62,68,71,37,40,62,60,76
76,76,58,76,55,63,69,65,52,73,76,85
71,71,55,58,52,53,46,50,43,61,73,56
71,73,47,64,49,48,41,42,45,63,70,64
69,75,57,61,47,54,39,58,44,60,67,58
67,81,54,76,52,49,45,69,53,64,75,65
70,81,66,67,48,52,48,86,51,60,77,65
64,79,53,66,54,59,42,62,46,60,79,70
60,63,48,52,41,33,31,64,48,59,71,53
66,72,49,57,52,49,54,49,42,63,63,61
75,80,70,85,53,57,41,96,63,63,80,73
62,71,44,61,50,51,48,54,44,65,66,62
77,77,62,78,57,65,60,79,59,74,74,79
75,82,56,73,60,61,59,59,46,65,68,73
67,75,60,66,47,46,43,72,52,65,76,61
60,72,53,57,44,51,53,53,48,61,65,61
71,71,51,55,50,38,47,65,54,64,68,49
68,74,48,65,52,50,45,53,47,63,61,59
70,82,55,63,52,60,55,51,52,66,71,74
78,75,60,70,56,47,54,75,47,65,70,58
65,74,57,63,50,48,56,64,52,68,72,63
72,80,57,66,50,60,61,47,46,62,76,72
64,68,57,71,53,51,50,67,45,60,64,54
70,83,59,61,51,54,50,62,55,72,76,72
61,70,55,67,51,38,42,51,41,61,61,46
72,84,61,76,58,66,69,75,55,69,71,71
58,69,49,59,42,36,25,56,50,54,74,40
67,68,56,65,45,40,43,64,44,56,69,64
63,75,53,65,51,36,33,65,50,63,73,53
67,67,56,73,57,56,60,47,40,64,65,58
69,66,53,68,47,45,47,31,38,64,60,62
71,82,50,60,53,75,70,50,44,67,73,78
66,68,61,73,53,54,54,64,49,57,66,55
66,72,62,67,51,58,46,57,50,64,63,69
75,78,48,67,55,48,57,60,54,67,70,59
62,70,52,65,45,44,51,66,46,63,72,61
65,73,66,73,56,60,44,62,43,57,69,52
66,65,56,57,48,39,41,64,46,62,78,57
61,71,50,55,44,47,42,53,45,60,65,62
80,74,63,69,50,58,67,71,56,64,77,81
63,69,50,56,49,55,49,58,54,59,73,62
66,77,54,59,43,47,36,70,50,67,80,66
70,76,63,64,49,47,41,73,55,60,77,70
72,84,58,60,57,71,63,63,50,75,69,70
61,64,48,56,39,26,28,53,44,54,66,36
72,86,57,69,53,72,56,65,54,70,72,69
67,77,59,67,56,53,54,52,44,61,73,67
66,72,53,65,55,47,42,56,52,60,71,67
58,67,57,61,44,49,45,60,41,60,62,41
64,71,61,79,54,60,47,63,48,59,70,60
79,75,58,66,61,65,70,48,50,64,67,73
68,63,53,63,46,42,25,74,50,58,64,47
65,79,68,73,51,62,42,67,42,60,74,55
70,77,57,76,52,54,46,53,46,63,71,57
68,72,49,58,52,62,54,47,48,62,67,71
55,65,52,56,45,38,26,46,41,55,61,53
62,67,48,63,45,48,45,71,47,64,70,62
75,73,67,72,57,55,64,55,39,65,64,70
59,66,57,72,47,43,38,53,39,55,68,55
63,72,47,55,45,40,31,38,43,61,64,51
67,73,51,65,50,57,46,38,43,67,64,56
61,73,49,65,44,51,49,54,48,63,63,56
79,84,57,69,55,80,73,43,43,69,70,79
64,74,55,69,49,39,34,69,42,57,65,51
73,77,54,62,55,53,49,66,51,64,75,58
73,73,58,70,54,51,49,69,53,64,67,64
77,75,60,73,54,67,58,60,47,67,70,82
68,76,67,71,53,51,58,71,48,59,62,61
69,67,50,60,50,39,47,57,49,60,69,46
66,76,57,75,50,48,48,54,41,56,68,53
70,75,57,72,48,51,50,70,56,58,71,71
68,69,57,63,53,47,48,43,36,60,68,53
76,81,60,78,55,67,62,67,55,68,67,71
53,57,49,55,37,32,21,55,47,49,65,33
55,62,57,59,46,35,41,41,35,60,61,36
66,69,61,68,50,58,43,61,45,67,74,60
67,75,48,59,48,52,46,31,47,62,64,54
62,70,54,61,49,65,60,35,38,60,66,68
70,72,57,63,50,59,57,50,38,66,68,57
70,72,51,53,46,56,52,49,50,64,72,73
72,67,54,67,51,51,49,71,50,64,78,56
68,77,63,62,55,45,44,72,43,60,66,56
61,68,47,57,48,44,45,61,49,64,75,50
57,72,51,58,43,32,29,58,45,58,67,38
70,72,47,56,46,46,39,58,47,63,74,49
64,75,60,66,53,60,58,54,49,66,75,61
65,64,57,69,45,45,39,52,39,58,57,36
73,80,53,60,54,56,47,73,61,66,86,65
61,64,56,63,52,47,44,38,45,58,69,48
79,76,63,84,61,53,52,69,45,69,71,74
70,65,46,60,48,45,43,59,45,63,75,55
74,70,58,62,57,63,52,63,47,66,69,73
68,75,50,61,52,52,42,61,50,64,73,59
64,69,55,58,47,46,53,53,50,68,70,56
67,67,47,59,50,52,36,57,49,57,71,54
70,73,52,61,49,56,49,43,52,63,75,63
72,79,63,78,58,67,54,54,44,67,72,63
69,68,48,58,57,59,53,34,43,61,61,59
70,82,46,55,50,55,57,71,61,67,85,79
62,74,49,64,55,59,55,51,43,66,67,58
69,77,56,60,51,53,47,60,49,63,77,70
65,77,63,70,54,40,38,76,49,61,75,62
83,76,65,78,56,55,62,78,51,64,75,75
71,78,49,62,46,44,39,78,56,63,82,57
77,77,60,66,58,65,48,62,50,67,72,67
69,77,52,60,50,49,44,48,51,59,73,66
68,79,51,64,54,59,59,57,48,66,68,66
71,69,62,70,51,48,47,49,37,57,58,51
74,80,43,51,51,72,61,38,55,70,74,66
65,75,56,67,49,47,46,58,47,65,67,57
62,71,60,65,49,61,57,56,42,60,70,61
66,71,58,75,50,46,52,80,55,62,85,61
70,81,56,71,51,59,54,66,48,68,71,72
73,81,58,68,48,49,43,75,55,59,72,60
74,79,54,67,53,64,60,68,47,65,75,79
76,77,49,66,52,54,42,61,49,64,79,71
70,67,41,58,39,37,36,70,56,60,82,59
68,76,52,63,53,50,55,51,42,59,64,51
66,80,47,56,50,47,53,55,47,66,68,58
70,72,49,65,48,45,36,77,51,65,80,51
65,73,58,64,50,58,55,68,46,64,77,68
63,76,60,60,49,54,34,73,51,59,70,51
77,76,67,69,53,52,48,74,47,64,74,60
59,69,51,56,48,37,33,56,47,59,69,48
59,65,56,58,54,58,51,42,42,64,57,62
69,68,50,71,49,49,36,77,53,57,76,61
66,77,53,62,47,59,41,57,49,67,65,55
77,74,59,72,47,45,45,68,48,63,75,59
75,72,54,65,55,49,54,62,50,62,71,58
62,68,45,60,42,38,26,47,46,59,71,47
65,69,53,60,49,50,43,50,42,64,70,60
86,86,72,85,60,78,61,73,54,73,82,85
71,72,54,65,45,48,40,94,61,62,81,62
54,68,58,55,46,29,19,55,36,54,67,33
74,82,64,71,59,53,54,68,44,63,67,72
69,69,55,66,56,50,50,74,51,64,78,56
66,78,53,58,54,57,58,64,53,67,71,73
62,73,67,79,59,65,62,57,40,57,60,52
63,70,53,64,47,48,52,58,48,59,69,64
61,74,60,67,44,34,41,64,47,55,75,59
61,72,46,65,46,44,42,59,45,62,65,42
65,69,54,63,44,39,50,60,46,63,70,49
62,76,57,76,49,53,43,65,46,59,68,54
71,81,54,69,57,57,54,66,52,65,72,60
71,79,60,80,54,58,55,65,43,62,63,72
64,70,57,62,46,41,35,57,43,62,63,50
62,75,58,68,49,51,51,54,50,65,65,49
65,71,54,63,52,45,47,53,41,60,56,58
64,73,54,61,49,54,42,60,44,59,66,64
79,75,60,76,58,64,56,82,55,62,77,75
69,79,61,68,49,60,57,78,57,62,73,75
72,75,57,75,50,51,52,71,49,62,80,66
62,74,54,69,47,42,50,54,40,62,61,49
77,84,61,67,50,61,63,68,51,65,72,67
78,81,56,75,50,55,56,74,51,66,80,62
59,66,53,56,44,53,46,65,46,60,67,56
70,73,56,57,52,53,60,53,49,66,78,72
65,73,58,62,46,49,53,68,55,68,82,63
62,73,61,77,52,54,43,65,46,60,63,62
72,69,59,69,57,65,53,54,40,64,70,62
79,75,59,74,55,67,58,61,54,63,74,70
74,79,63,76,53,68,67,45,47,70,67,82
70,76,48,63,51,60,54,45,45,59,72,60
57,64,52,71,39,27,30,74,48,53,65,40
64,64,60,67,49,46,35,70,46,57,71,54
57,63,50,60,43,44,42,37,43,53,67,40
71,80,67,80,52,69,65,69,50,62,74,72
72,73,49,59,52,44,43,54,50,60,66,61
71,75,54,69,56,60,44,61,56,67,78,72
59,70,50,67,47,57,37,30,41,62,59,47
66,82,55,61,55,66,69,50,48,62,66,62
71,72,59,80,55,47,42,73,47,64,73,63
70,79,55,63,58,61,57,27,35,62,56,61
73,86,62,71,55,57,54,64,58,70,76,80
71,79,61,74,57,61,62,72,52,66,75,72
62,78,46,62,46,55,52,49,47,68,73,68
68,72,68,80,59,60,60,64,48,61,68,64
72,80,72,87,61,67,65,86,56,67,79,69
65,64,58,62,48,42,37,51,39,59,67,51
69,77,60,66,57,46,56,49,43,64,65,62
73,79,62,71,53,62,46,60,47,65,69,70
72,79,60,67,56,49,43,75,44,65,76,59
70,80,59,70,56,62,47,52,52,62,70,66
70,72,59,60,48,50,50,68,48,62,66,48
68,78,57,63,54,55,49,67,56,66,76,76
65,80,63,74,61,68,60,47,38,60,65,61
61,72,57,72,51,49,44,64,44,53,65,47
75,73,59,73,51,50,49,69,48,63,73,61
66,70,47,53,52,45,44,49,43,58,58,54
64,71,45,52,46,41,38,54,47,52,60,43
64,77,55,62,46,53,52,45,50,64,70,52
66,65,54,68,44,42,38,76,49,53,70,55
71,77,65,71,59,70,57,75,53,64,74,70
69,67,50,67,52,64,54,48,38,65,65,62
66,75,53,71,53,55,47,47,41,64,72,63
75,77,66,67,60,66,65,46,44,59,64,59
72,75,47,64,53,52,38,51,55,60,74,51
59,64,55,62,46,39,37,52,46,57,75,47
69,78,64,67,45,52,38,70,50,64,74,52
70,69,54,72,51,46,35,70,50,64,66,56
63,69,55,63,51,57,46,47,42,58,65,60
68,72,61,64,54,50,61,55,53,61,77,67
58,67,53,63,46,34,42,59,43,58,62,40
63,78,58,57,51,45,30,87,58,67,75,50
65,69,53,57,49,49,50,85,57,62,83,67
71,76,53,62,52,59,50,64,52,68,68,76
61,64,54,66,44,45,39,63,51,53,76,43
65,67,53,64,52,60,43,44,37,60,64,56
70,72,52,54,46,44,33,57,56,66,78,50
64,69,51,58,44,56,52,65,52,61,79,61
80,78,61,67,53,57,58,76,58,69,79,72
56,65,49,62,51,35,35,42,43,54,63,38
72,72,57,67,52,50,47,66,52,60,77,70
60,65,53,66,53,43,36,51,43,63,59,48
63,77,57,62,48,59,44,64,52,68,73,64
64,67,49,53,52,49,42,45,47,59,68,68
58,66,60,74,47,46,55,47,34,57,64,47
