国語,英語,数学,物理,化学,生物,地学,世界史,日本史,経済,地理,倫理
51,51,51,51,53,41,52,53,61,49,54,40
60,64,52,55,70,66,65,69,70,59,63,59
58,61,47,49,54,45,53,57,64,51,56,48
59,62,57,57,64,55,62,63,67,58,63,51
55,56,57,56,62,51,60,60,65,56,60,46
54,54,52,52,55,43,54,54,62,51,56,43
74,80,56,56,60,50,61,65,70,60,69,60
51,52,53,55,67,59,62,63,66,56,58,49
63,67,49,51,57,48,56,60,66,54,60,53
52,52,56,56,65,56,61,61,65,56,59,46
63,66,53,54,59,50,58,61,66,56,62,52
65,70,52,54,61,53,60,64,68,57,64,56
63,67,50,51,57,48,56,60,66,54,61,53
71,76,70,67,68,54,68,68,70,66,76,58
55,56,48,49,52,41,51,54,62,49,54,43
59,61,53,52,50,36,51,52,62,51,58,43
57,59,61,61,75,69,70,70,70,63,66,56
39,36,49,50,58,48,53,53,60,48,48,35
53,54,42,45,53,46,51,55,63,47,51,45
67,72,52,54,62,55,61,66,69,58,65,58
52,52,52,53,59,49,56,57,63,52,56,44
49,48,62,60,64,49,60,57,63,56,60,40
51,52,49,51,61,53,57,59,64,52,55,47
46,45,47,49,55,46,52,54,61,48,50,39
57,58,54,53,56,43,55,56,63,53,58,44
61,63,54,53,52,38,53,54,63,52,60,45
50,50,56,56,67,58,62,62,65,56,58,46
62,66,55,57,71,67,68,71,71,61,66,60
62,65,47,49,52,42,53,56,64,51,58,49
48,47,66,64,68,53,63,60,64,59,62,41
67,72,50,53,68,65,65,71,72,59,65,64
50,50,43,45,50,40,49,51,60,45,49,40
51,51,49,50,53,42,52,53,61,49,53,41
68,73,54,56,65,59,64,68,70,60,67,60
48,47,47,49,59,51,55,57,63,49,52,43
52,53,58,58,67,57,62,62,66,57,60,47
67,72,57,59,73,69,70,73,73,63,69,64
54,54,68,67,77,67,71,69,69,65,68,51
73,80,49,51,59,53,60,66,70,57,66,63
54,55,55,55,56,43,55,55,62,53,58,42
67,73,41,46,58,56,58,65,69,53,60,61
48,47,62,60,63,47,59,56,62,55,59,39
62,65,61,59,59,44,59,59,65,58,65,48
55,57,57,57,66,56,62,63,66,57,62,49
73,80,51,55,71,70,69,75,74,63,70,70
42,40,42,43,48,37,45,47,57,42,44,33
48,46,63,59,53,33,52,48,58,52,57,32
51,52,49,51,65,59,60,62,66,53,56,49
62,64,55,55,57,45,57,58,65,55,62,49
60,63,51,53,61,53,59,62,67,55,60,52
62,65,54,55,63,55,61,64,68,57,63,54
69,74,53,53,55,44,56,60,67,56,65,55
48,46,49,49,50,37,49,49,59,47,50,36
58,61,61,62,79,74,73,74,72,64,68,59
47,46,52,52,59,48,55,55,62,50,53,40
46,45,51,51,54,41,52,51,60,48,51,37
57,59,63,62,72,63,68,67,69,62,66,52
67,72,62,63,78,73,74,76,74,67,72,65
50,48,60,58,60,45,57,55,62,54,58,39
63,66,68,65,68,54,66,65,68,63,70,52
71,78,54,57,73,71,70,76,74,64,70,69
58,60,55,54,57,45,56,58,64,54,60,47
58,60,57,58,69,61,65,66,68,59,63,54
47,47,51,52,59,48,55,56,62,51,53,41
53,55,39,43,51,45,50,55,62,46,50,46
49,49,51,53,64,56,60,61,65,53,55,46
55,56,57,56,58,45,57,57,63,54,59,44
59,62,62,63,78,72,72,73,72,65,69,59
58,60,53,54,65,59,62,64,68,56,61,53
67,72,53,55,65,59,64,68,70,59,66,60
65,69,54,55,58,47,58,61,67,56,64,53
65,69,53,55,65,58,63,66,69,58,64,58
62,65,60,59,63,52,62,63,67,59,66,52
61,64,62,61,67,55,64,65,68,61,67,52
67,72,52,54,62,55,61,66,69,58,65,58
57,59,53,55,68,61,64,66,68,57,61,54
60,63,51,53,61,54,60,63,67,55,61,53
60,64,52,54,62,55,60,63,67,56,61,53
62,65,43,45,50,43,51,56,64,49,55,50
57,58,54,54,58,46,56,57,64,53,59,46
58,59,49,50,52,40,52,54,62,50,56,45
64,67,51,52,55,45,56,59,66,54,61,51
54,55,50,52,62,55,59,61,66,54,57,49
54,55,45,48,56,49,54,58,64,50,53,47
45,44,47,49,57,48,53,54,61,48,50,40
65,69,49,52,64,60,62,67,70,57,63,59
55,57,33,38,45,39,45,51,61,42,47,45
49,48,46,47,49,38,48,50,59,46,50,37
53,54,65,64,72,61,67,65,67,62,65,49
53,53,59,59,66,56,63,62,66,58,61,47
58,61,58,60,77,73,71,73,72,63,66,59
57,59,61,61,71,62,67,67,68,61,65,52
40,36,55,52,46,26,45,42,54,45,48,24
69,75,53,55,64,59,63,68,70,59,67,61
59,62,52,54,68,63,64,67,69,58,62,56
68,73,49,50,53,43,54,59,66,53,62,54
45,42,47,45,35,16,37,36,52,39,44,24
70,77,47,51,68,68,66,73,73,59,66,68
62,65,49,52,63,57,61,65,68,56,61,56
70,76,38,41,42,35,46,54,64,47,56,53
48,47,44,46,53,45,51,53,61,46,49,41
46,44,69,65,70,54,64,60,63,60,62,39
42,39,50,51,58,48,54,53,60,49,50,36
37,33,44,44,43,28,41,41,54,39,41,25
60,62,61,59,57,41,57,57,64,56,64,45
62,67,46,51,67,66,64,70,71,57,61,61
61,64,58,58,67,58,64,65,68,59,65,54
61,64,50,52,62,56,60,64,67,55,61,54
56,58,57,58,71,64,66,67,68,59,63,53
56,57,56,57,66,57,62,63,67,57,61,50
61,65,51,53,66,60,63,66,69,57,62,57
59,62,56,57,67,60,64,66,68,58,63,54
45,43,49,48,46,31,46,45,57,44,48,32
64,67,68,66,73,61,70,69,70,66,72,56
56,58,48,51,63,58,60,63,67,54,58,52
58,59,37,39,40,30,42,48,59,42,48,42
68,73,52,53,59,50,59,63,68,57,65,57
57,60,44,47,57,52,56,60,65,51,55,51
68,73,55,55,62,53,61,65,69,58,66,58
56,58,58,58,62,50,60,60,65,57,62,47
41,39,51,52,61,52,56,55,61,50,50,38
69,74,63,63,74,67,71,73,73,66,73,63
63,67,55,58,74,71,70,73,72,62,67,62
53,53,61,58,57,40,55,53,61,54,59,39
78,85,58,58,64,56,65,70,72,63,73,66
62,66,52,54,61,54,60,63,67,56,62,54
55,57,52,52,55,44,54,56,63,52,57,44
45,43,60,59,64,51,59,57,62,54,57,39
47,46,55,56,65,55,60,59,64,54,56,43
49,49,53,54,66,58,61,62,65,54,56,47
43,41,47,49,58,48,53,54,61,48,49,38
46,44,46,47,51,40,49,50,59,46,48,36
50,51,58,59,73,66,67,67,68,59,61,50
62,65,53,54,62,54,60,63,67,56,62,54
60,63,55,56,64,56,62,64,68,58,63,54
57,58,49,50,49,37,50,52,61,49,55,43
58,59,63,62,68,56,64,64,67,60,66,50
57,59,53,54,61,52,59,61,66,55,60,50
60,63,50,52,62,56,60,64,67,55,60,54
56,58,42,46,56,52,54,59,65,49,53,50
56,57,72,69,76,63,71,68,69,66,70,51
58,60,56,58,74,70,69,71,71,61,64,58
46,45,48,49,54,42,51,52,60,47,50,38
72,78,52,55,68,65,67,72,73,61,69,67
55,56,39,42,46,38,46,51,61,44,49,43
40,37,49,49,49,35,47,46,56,44,46,29
51,51,61,59,62,47,59,57,63,56,60,41
75,82,58,59,68,62,68,72,73,64,73,67
45,43,41,44,52,44,49,52,60,44,46,38
47,47,49,51,62,54,57,59,64,51,53,44
59,61,52,52,51,38,52,54,62,51,58,44
58,60,58,57,59,46,58,58,64,56,62,47
55,56,40,44,54,48,52,57,64,47,51,48
52,52,59,58,61,48,58,57,63,55,59,43
53,53,49,49,49,37,49,51,60,48,53,40
66,71,48,51,64,60,62,68,70,57,63,61
51,52,46,48,55,46,53,55,62,49,52,43
67,72,61,61,70,62,68,70,71,64,71,61
49,49,46,48,53,43,51,53,61,47,51,40
72,79,54,56,67,62,66,71,72,62,70,65
57,58,46,46,42,27,44,47,59,45,52,38
75,82,61,61,70,63,69,73,74,66,75,67
66,71,54,56,64,56,63,66,69,59,66,58
50,51,53,54,65,56,60,61,65,54,57,46
64,68,62,61,66,55,64,65,68,61,68,54
58,61,59,59,68,60,65,66,68,60,64,53
62,66,54,56,71,67,67,71,71,61,65,60
64,68,60,60,70,61,67,69,70,62,68,58
52,53,51,51,58,47,55,57,63,51,55,44
48,47,60,59,68,57,63,61,65,57,59,44
46,45,51,53,64,55,58,59,63,52,53,43
74,80,46,49,55,50,57,64,69,55,64,62
60,62,61,59,58,43,58,57,64,56,64,46
56,58,48,51,64,59,60,64,67,54,57,53
59,62,60,60,70,61,66,67,69,61,66,54
56,57,56,56,64,55,61,62,66,56,61,49
65,69,54,56,68,62,65,69,70,60,66,60
53,53,52,52,53,40,52,53,61,50,55,40
53,53,54,54,61,51,58,59,64,54,58,45
60,63,54,56,68,62,64,67,69,59,64,56
57,59,59,59,68,59,64,65,67,59,63,51
42,40,43,45,55,48,51,53,60,45,46,38
69,75,53,55,63,57,63,67,70,59,67,61
66,70,63,61,64,52,63,64,68,61,69,54
60,63,55,55,59,49,58,60,66,56,62,50
45,44,54,55,65,56,60,59,63,53,55,42
56,57,52,52,55,43,54,55,63,52,57,44
57,59,58,58,67,57,63,64,67,58,63,51
54,54,53,51,48,32,48,49,59,48,54,37
39,36,39,42,51,43,47,49,58,42,42,34
57,58,44,46,45,33,46,50,60,46,52,42
60,62,42,44,47,38,48,53,62,47,53,47
70,75,46,49,57,52,58,64,69,55,62,60
59,62,65,65,81,74,75,75,72,67,70,60
46,45,52,53,62,53,58,58,63,52,54,42
58,59,46,47,50,39,50,53,62,48,54,45
69,74,57,57,59,49,60,63,68,59,68,56
49,49,48,50,59,50,55,57,63,50,53,43
52,53,44,47,57,50,54,57,63,49,52,46
64,67,54,56,64,57,63,66,69,58,64,56
58,61,49,53,69,66,65,68,69,57,60,57
45,44,41,45,58,53,53,56,62,47,47,43
55,57,54,56,70,65,65,67,68,58,61,54
64,67,50,51,55,46,56,59,66,53,61,52
58,61,60,60,69,60,65,66,68,60,65,53
59,62,50,53,63,56,60,64,67,55,60,54
68,73,55,56,63,55,62,66,69,59,67,58
46,45,68,66,78,66,70,66,67,63,64,45
65,69,55,55,58,48,59,61,67,57,64,53
48,47,56,55,60,47,56,55,62,53,56,40
69,76,46,51,66,65,64,71,72,58,65,66
48,47,52,52,56,44,53,53,61,50,53,39
47,46,48,49,53,41,50,51,60,47,50,38
49,49,56,56,63,53,60,59,64,55,58,43
48,47,48,49,55,44,52,53,61,48,51,40
68,72,46,46,42,29,46,51,62,48,58,47
53,53,54,54,54,40,53,53,61,51,56,40
45,44,50,50,52,39,50,50,59,47,50,35
44,42,53,52,56,42,52,51,59,49,52,35
41,39,47,49,58,49,53,54,60,47,48,37
74,80,58,57,59,49,61,64,69,60,70,59
50,49,49,50,52,40,51,52,60,48,52,39
50,50,58,58,67,57,62,62,65,56,59,45
64,67,51,52,54,44,55,58,65,53,61,51
56,58,40,43,50,44,50,55,63,46,51,47
52,52,49,50,57,47,54,56,63,50,54,44
62,65,65,65,79,71,73,74,72,66,71,60
52,53,41,45,56,50,53,57,63,48,51,47
47,46,45,46,53,43,50,52,60,46,49,39
52,52,59,57,54,37,53,52,60,52,58,38
60,62,43,45,44,32,46,50,61,46,53,44
57,60,51,53,67,62,63,66,68,57,60,55
43,41,44,46,53,44,50,51,59,45,47,37
55,56,51,52,62,54,59,61,65,54,57,49
59,60,61,59,57,41,57,56,63,56,63,44
50,50,60,59,65,53,61,60,64,56,60,44
52,54,41,45,56,50,53,57,64,48,51,47
62,64,56,55,57,44,57,58,65,55,62,49
47,46,72,68,76,62,69,64,66,63,65,43
58,59,42,43,44,34,46,50,60,45,51,43
60,62,54,53,53,39,53,55,63,53,60,46
51,51,48,48,49,36,48,50,60,47,52,38
58,60,54,55,61,52,59,61,66,55,60,49
55,58,41,47,65,65,61,66,68,52,55,56
51,51,51,52,57,46,55,56,62,51,55,42
60,61,54,53,51,37,52,53,62,52,59,44
57,59,52,53,59,50,58,59,65,54,59,48
42,40,56,56,65,54,59,57,62,53,54,39
66,70,61,60,63,51,62,63,68,60,68,54
59,62,51,55,72,70,67,71,71,59,63,60
51,52,44,48,64,62,59,63,66,52,53,51
68,74,58,59,70,65,68,71,72,63,70,63
61,64,54,55,59,49,58,60,66,55,62,51
47,47,50,52,64,57,59,60,64,52,54,45
49,49,50,52,65,58,60,61,65,53,55,47
48,47,55,55,62,51,58,58,63,53,56,42
51,51,57,56,56,41,55,53,61,52,57,39
59,61,53,54,59,49,58,60,65,55,60,49
56,58,62,63,79,73,73,73,71,64,67,57
70,76,60,61,73,67,70,73,73,65,72,65
57,59,47,48,53,44,53,56,63,50,55,46
58,60,57,57,64,55,62,63,67,58,63,51
61,64,51,51,52,40,53,55,63,52,59,47
59,62,52,54,63,55,60,63,67,56,61,52
55,55,56,55,57,44,56,56,63,53,58,43
68,73,60,59,63,52,63,65,69,60,69,56
38,34,47,46,44,28,42,41,54,41,43,25
55,56,60,59,69,59,65,64,67,59,63,50
64,68,59,59,64,54,63,65,68,60,67,55
55,57,51,53,69,65,64,67,68,57,59,54
56,58,50,52,62,55,59,62,66,54,58,50
42,39,52,51,50,35,48,47,57,46,49,30
58,60,48,50,54,45,54,57,64,51,57,48
55,57,57,57,64,53,61,61,66,56,61,48
68,73,53,54,59,50,59,63,68,57,65,57
52,52,46,48,53,44,52,54,62,48,52,43
60,63,53,54,64,57,62,65,68,57,62,54
54,56,57,59,78,74,71,72,71,61,63,57
67,73,59,61,76,72,72,75,74,65,71,66
57,60,46,49,61,55,58,62,66,53,57,52
52,53,44,47,58,53,55,59,64,50,53,47
56,58,51,52,59,50,57,59,65,53,58,48
67,71,56,56,61,51,61,64,68,58,66,56
67,72,60,59,60,48,61,62,67,59,68,54
63,67,52,53,60,51,59,62,67,55,62,54
60,62,40,42,43,33,45,50,61,45,51,45
52,53,49,51,60,52,57,59,64,52,56,47
73,78,68,65,63,48,64,65,69,64,74,56
58,60,42,46,54,48,53,58,64,49,54,50
71,77,61,63,77,73,74,77,75,67,74,68
62,66,59,60,70,62,67,68,70,61,67,57
62,65,56,56,61,51,60,62,67,57,64,52
57,59,41,44,52,46,52,57,64,48,53,49
58,60,47,48,52,42,52,55,63,49,56,46
50,51,49,51,61,53,57,59,64,52,54,46
58,61,56,57,70,63,65,67,69,59,63,55
64,68,59,58,64,54,63,65,68,60,67,55
60,62,54,55,62,54,60,63,67,56,62,52
59,62,49,51,63,57,60,64,67,55,60,54
55,56,53,53,59,49,57,58,64,53,58,46
69,74,51,54,65,60,63,69,71,59,66,62
47,45,48,49,54,43,52,52,60,48,50,38
69,75,58,60,75,71,72,75,74,65,72,66
54,54,44,45,41,27,43,45,58,43,50,37
59,61,53,53,55,44,55,56,64,53,59,46
54,55,53,52,52,38,52,52,61,50,56,41
49,49,55,55,66,57,61,61,65,55,57,46
44,42,49,51,61,52,56,56,62,50,51,40
61,65,49,53,73,73,68,73,72,59,63,63
58,60,54,54,59,48,57,59,65,54,60,48
53,55,55,56,65,56,61,62,66,56,60,48
61,65,49,51,60,54,59,63,67,54,60,54
58,59,49,50,54,44,53,56,63,51,56,46
54,54,60,59,65,53,62,61,65,58,62,46
59,61,45,47,48,38,49,53,62,48,55,45
50,51,46,48,55,46,53,55,62,48,52,43
69,74,55,57,69,64,67,71,72,62,69,63
61,64,48,50,56,48,55,59,65,53,58,51
64,68,48,49,52,43,53,57,65,52,59,51
64,68,55,56,61,51,60,63,67,57,64,54
69,75,50,54,72,71,69,74,74,62,67,67
52,52,36,39,39,28,40,45,57,39,44,37
70,76,60,61,73,68,71,74,73,65,72,65
59,62,50,52,63,56,60,63,67,55,60,53
59,62,52,53,59,50,58,60,66,55,60,50
44,41,54,53,54,38,51,49,58,48,51,33
53,54,61,60,65,52,62,61,65,58,62,45
64,68,56,58,76,74,71,75,73,63,68,64
52,51,54,52,48,31,48,48,58,48,54,35
53,53,65,63,68,55,64,62,66,60,64,46
50,50,61,60,68,57,63,62,65,58,61,45
56,59,41,45,58,54,56,61,66,50,54,52
49,48,42,44,46,35,46,48,59,43,47,37
62,65,47,49,52,42,53,56,64,51,58,49
51,51,64,63,73,63,67,65,67,61,64,48
44,42,54,53,56,43,53,51,59,49,52,35
45,43,43,45,50,39,47,49,59,44,46,36
53,54,48,51,64,58,60,62,66,53,56,50
51,51,48,49,54,43,52,54,62,49,53,42
62,67,55,58,79,78,73,77,74,64,67,65
51,50,53,52,50,35,50,50,59,48,54,37
62,65,54,55,62,53,60,63,67,57,63,53
57,58,61,59,60,46,59,58,64,57,63,45
62,66,53,56,72,68,67,71,71,60,65,60
53,53,62,61,67,55,63,62,65,58,63,46
58,60,47,48,50,39,51,54,62,49,55,45
53,53,56,55,60,48,58,58,63,54,58,44
62,65,60,59,64,53,63,64,67,60,66,53
46,45,52,52,58,47,55,55,61,50,53,40
64,68,65,65,77,69,73,73,72,66,72,60
47,45,41,41,34,17,36,38,53,38,43,27
38,34,48,48,50,36,47,45,56,43,44,28
59,61,54,55,60,50,58,60,66,55,61,49
49,49,44,48,60,55,56,59,64,50,52,46
46,46,49,51,65,59,59,61,64,52,53,46
52,53,53,54,66,58,61,63,66,55,58,48
61,65,44,48,59,55,57,63,67,53,58,56
59,61,53,53,55,44,55,57,64,53,59,47
55,55,55,55,57,45,56,56,63,53,58,44
59,62,47,49,53,44,53,57,64,51,57,48
50,49,49,49,46,31,46,47,58,46,51,35
60,63,43,45,46,36,48,52,62,47,54,46
60,62,51,53,64,58,61,64,68,56,61,54
42,39,52,51,51,35,48,47,57,46,49,30
73,79,50,52,59,52,60,66,70,57,66,61
47,47,47,48,54,45,52,53,61,48,50,40
62,65,66,64,72,61,69,68,70,64,70,55
59,62,46,47,50,40,51,54,63,49,55,47
57,59,54,56,67,61,63,65,68,57,61,53
55,56,50,51,56,46,55,57,63,52,56,45
66,71,45,48,55,49,55,61,67,52,60,56
51,51,47,48,53,42,51,53,61,48,52,41
59,62,47,50,61,56,59,63,67,54,58,53
54,55,60,60,71,63,66,66,68,60,63,51
46,46,48,50,61,54,57,58,63,51,52,43
77,86,45,49,60,58,61,69,72,58,67,69
54,56,46,49,60,54,57,60,65,52,55,49
65,69,45,49,59,55,58,64,68,54,60,57
61,63,58,57,56,42,56,57,64,55,62,46
72,77,64,64,70,60,69,71,72,66,74,62
72,78,48,50,51,42,54,59,67,53,63,56
58,60,59,59,67,58,64,65,68,59,64,52
61,65,41,44,50,44,51,57,64,48,54,51
59,62,51,53,65,59,62,65,68,56,61,54
45,44,55,56,66,56,60,59,63,54,55,42
63,68,40,46,65,66,62,69,71,54,59,63
61,65,47,50,60,54,58,63,67,54,59,55
51,52,58,58,66,55,62,61,65,57,60,46
69,74,55,55,57,46,58,61,67,57,66,55
64,68,52,54,65,60,63,67,69,58,64,58
67,71,59,59,63,51,62,64,68,60,68,55
64,68,55,57,68,62,66,69,70,60,66,59
68,73,48,50,58,51,58,63,68,55,62,58
65,69,38,40,40,31,44,51,62,44,53,48
49,49,49,51,59,51,56,57,63,51,53,44
64,68,42,46,56,52,56,62,67,52,58,56
63,66,48,48,47,35,49,53,63,49,57,47
59,62,50,52,58,50,57,60,66,53,59,50
57,58,53,53,56,45,55,56,63,53,58,45
60,63,62,61,70,61,67,67,69,62,67,55
50,50,49,50,52,40,51,52,60,48,52,39
44,43,48,50,61,52,56,57,62,50,51,41
64,68,52,52,52,40,54,57,64,53,61,49
55,57,46,49,58,52,56,59,65,51,55,49
63,67,57,57,61,50,60,62,67,58,65,52
64,68,51,52,59,51,58,62,67,55,62,55
47,46,40,41,39,25,40,42,55,40,44,32
51,52,48,50,56,47,54,56,63,50,53,44
71,77,69,68,81,74,77,78,76,71,78,67
74,79,56,56,55,43,58,61,68,58,68,57
41,37,49,48,45,28,44,42,55,43,46,26
60,63,57,58,68,59,64,66,69,59,65,55
59,61,57,56,59,47,58,59,65,56,62,48
64,68,49,52,61,56,60,64,68,56,62,57
46,44,62,61,70,58,64,61,64,58,59,42
56,58,50,52,60,53,58,60,65,53,58,49
57,59,52,51,49,35,50,52,61,50,57,42
50,49,46,47,48,37,48,49,59,46,50,37
59,62,50,51,55,44,54,57,64,52,58,48
51,50,58,57,60,46,57,56,62,54,58,40
60,63,55,57,67,59,64,66,68,59,64,55
56,57,62,61,70,59,66,65,67,60,64,50
46,45,52,53,59,47,55,55,61,51,53,39
56,57,52,53,57,46,56,57,64,53,58,46
44,42,52,53,60,49,56,55,61,50,52,38
58,60,51,52,57,47,56,58,64,53,58,48
67,71,59,59,66,58,65,67,70,61,68,58
68,73,57,57,63,55,63,66,69,60,68,58
64,68,58,58,65,56,64,65,69,60,67,55
51,51,53,53,56,44,54,55,62,51,55,41
64,68,56,57,69,63,66,69,70,60,66,59
65,69,56,57,67,60,65,68,70,60,66,58
54,54,49,50,53,43,52,54,62,49,54,43
67,72,49,52,63,59,62,67,70,57,64,61
67,71,54,54,58,48,58,62,67,56,64,54
48,47,58,57,60,46,57,55,62,53,57,39
54,56,55,56,68,61,64,65,67,57,61,51
62,66,58,60,76,73,71,74,73,64,68,62
62,66,56,58,76,73,71,74,72,63,67,62
60,63,46,49,58,52,57,61,66,52,57,53
51,50,52,50,43,24,44,44,56,45,51,32
53,53,53,53,54,40,53,53,61,51,56,41
43,41,46,47,50,38,48,48,58,44,47,34
58,61,61,61,71,63,67,68,69,61,66,54
59,61,47,48,52,43,52,56,63,50,56,47
70,76,49,52,61,56,61,67,70,57,65,61
39,37,48,50,59,49,54,53,60,48,48,36
57,60,53,56,71,66,66,69,69,59,62,56
64,67,63,61,64,51,63,63,67,60,68,52
45,44,53,55,71,66,64,64,66,55,55,47
73,80,54,56,69,66,68,73,73,62,70,67
63,67,61,61,69,59,66,67,69,62,68,56
62,65,44,47,56,50,55,60,66,51,57,53
54,55,62,61,70,60,66,65,67,60,64,49
65,69,71,69,77,66,73,72,72,68,75,59
42,40,51,50,52,37,49,48,58,46,49,32
47,46,57,56,64,52,59,58,63,54,57,42
60,63,58,59,67,57,64,65,68,59,65,53
59,61,58,58,65,54,62,63,67,58,64,51
57,59,54,55,62,53,60,62,66,55,60,50
58,60,50,51,54,43,53,56,63,51,57,46
67,72,48,51,62,58,61,66,70,57,63,60
46,45,63,62,75,65,68,65,66,60,61,46
43,40,60,58,58,41,54,51,59,51,54,32
62,66,56,57,65,57,63,66,68,59,65,55
46,45,46,47,52,41,50,51,59,46,49,37
47,46,43,44,44,32,44,46,57,42,46,34
55,56,46,48,55,47,53,57,63,50,54,47
54,54,56,54,52,37,52,52,61,51,57,39
65,69,60,61,74,67,70,72,72,64,70,61
50,50,51,53,64,57,60,61,65,53,56,47
53,54,51,52,59,49,56,58,64,52,57,46
50,50,60,60,72,64,66,66,67,59,61,49
61,63,46,48,53,45,53,57,64,51,57,50
53,53,44,45,46,35,47,49,60,45,50,40
60,62,58,57,57,42,56,57,64,55,62,46
56,58,52,52,53,40,53,54,62,51,57,44
50,50,50,52,64,57,59,61,65,53,55,47
62,66,53,55,65,58,62,65,68,58,64,56
50,48,54,53,51,36,50,50,59,49,54,36
70,75,49,50,48,37,51,56,65,52,62,52
72,78,48,50,51,42,54,59,67,53,63,56
63,67,53,55,66,60,63,67,69,58,64,57
54,54,48,48,46,32,47,49,59,47,52,38
40,37,51,52,61,51,56,55,61,49,49,36
62,66,45,47,49,40,50,55,63,49,56,49
60,63,46,48,54,46,54,58,65,51,57,50
72,79,54,56,69,66,68,73,73,63,70,67
42,39,44,45,49,38,47,47,57,43,45,33
61,64,57,58,66,57,63,65,68,59,65,54
45,43,50,51,58,48,54,54,61,49,51,39
58,60,51,52,60,53,58,61,66,54,59,50
53,54,44,47,59,55,56,60,65,50,53,49
43,41,55,55,62,50,57,55,61,52,53,37
